gene_model	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	locus_symbol
Zm00001eb197040	200.848140196167	1.09029843172883	0.122614065185679	8.89211551772422	5.99563148371848e-19	1.72734143045929e-14	bzip79
Zm00001eb400120	390.525825612602	0.674449605653522	0.0807002500176848	8.35746612316222	6.40796990162635e-17	9.23068064329277e-13	zmm8
Zm00001eb207800	158.803483537248	1.01637446793757	0.125044748238641	8.12808600324319	4.36121758334615e-16	4.18822261920675e-12	GRMZM2G351027
Zm00001eb297040	58.3699182306324	1.82321691740881	0.230780585812525	7.9002179104004	2.78416254386286e-15	1.60423445777378e-11	tdy1
Zm00001eb357220	328.938957958638	0.691494350618232	0.0888844385834151	7.77970094246911	7.26961912997174e-15	3.49062878557476e-11	
Zm00001eb328750	116.815663503343	1.13651547914638	0.147907867291612	7.68394203741475	1.5426648348207e-14	6.34916769874062e-11	GRMZM2G300709
Zm00001eb376530	161.327938929085	0.913145530574093	0.119965885991002	7.61170997097109	2.70493014355324e-14	9.7411296794711e-11	IDP4038
Zm00001eb297050	52.625808803249	1.8145490808547	0.2442152855422	7.43012083304325	1.08498518732379e-13	2.60486860389986e-10	
Zm00001eb005740	188.748152345769	0.838479273087054	0.114424179299459	7.32781548638137	2.33934490312594e-13	4.81403761850416e-10	ereb130
Zm00001eb160120	342.113773043467	0.634239760112311	0.0870470775456755	7.2861694843174	3.18891769862972e-13	6.12484792650147e-10	umc2152
Zm00001eb156040	110.512550531912	1.05124041938757	0.149267223249401	7.04267418193426	1.88584859473273e-12	3.01840544523611e-09	ereb126
Zm00001eb072020	155.875342612734	0.949727138355268	0.139663465147268	6.80011152060294	1.04538196179349e-11	1.36897519633047e-08	wrky70
Zm00001eb117820	207.583981494349	0.762653740560882	0.113632944874712	6.71155483475115	1.92561403210808e-11	2.41204088108842e-08	gn1
Zm00001eb295920	153.04293190148	0.911685585243801	0.136681948680115	6.67012428523002	2.55586885068203e-11	3.06810756617288e-08	wox9c
Zm00001eb400100	231.540903500933	0.747889664602434	0.112923219308191	6.62299276609614	3.51998253755162e-11	4.05642787627449e-08	mmp110
Zm00001eb230580	117.241815776729	0.923998754171883	0.141508291903591	6.52964389395216	6.59262476995853e-11	6.54943171112087e-08	
Zm00001eb073830	125.124988250587	0.972425839588413	0.149200524476821	6.51757655007094	7.14523592244579e-11	6.86180823085544e-08	nkd1
Zm00001eb255830	193.867550077291	0.696213248928717	0.111054878441351	6.26909199037475	3.63159549322999e-10	2.55186015024283e-07	TIDP3065a
Zm00001eb257620	590.416453137361	0.44247219163402	0.0721044092380222	6.13654832360369	8.43337192752887e-10	5.65035919144435e-07	umc1225
Zm00001eb025190	116.278269725372	0.85246305134252	0.140425973538946	6.07055112283838	1.27472028355246e-09	7.98362855851005e-07	osca5
Zm00001eb062570	105.890992839129	1.02213712226803	0.170416014022038	5.99789361424595	1.99893400776937e-09	1.1437812290847e-06	
Zm00001eb284010	81.0363977203059	1.00771994207735	0.169676276634769	5.93907387681827	2.86636686115389e-09	1.55811375980837e-06	zag1
Zm00001eb275610	42.2365455804401	1.54717286753377	0.261170356622113	5.92399875523535	3.14205834212207e-09	1.64586728793703e-06	
Zm00001eb318500	49.4952077880375	1.29048955876147	0.220601162295908	5.84987651620098	4.91938090192449e-09	2.51267713588856e-06	bhlh109
Zm00001eb250710	62.8066455689676	1.19558237415164	0.206789837339073	5.78163022678548	7.39801792953975e-09	3.43769187983936e-06	bde1
Zm00001eb159490	231.485347567999	0.59572820465739	0.103255038810245	5.76948313149325	7.95150367568741e-09	3.63623525232626e-06	Zm00001eb159490
Zm00001eb106770	362.531679792243	0.44289744252818	0.0794415112447539	5.57513868490797	2.47332746358366e-08	9.13545695203142e-06	
